city,alpha,beta,w,tour_len,seconds
AISearchfile042.txt,1.2,2.0,0.7,2332,1.82
AISearchfile042.txt,1.2,2.0,0.9,2268,2.72
AISearchfile042.txt,1.4,1.0,0.5,1957,1.21
AISearchfile042.txt,1.4,1.0,0.7,2262,1.62
AISearchfile042.txt,1.4,1.0,0.9,2273,2.34
AISearchfile042.txt,1.4,1.2,0.5,1951,1.19
AISearchfile042.txt,1.4,1.2,0.7,2246,1.66
AISearchfile042.txt,1.4,1.2,0.9,2255,2.45
AISearchfile042.txt,1.4,1.4,0.5,1994,1.3
AISearchfile042.txt,1.4,1.4,0.7,2162,1.66
AISearchfile042.txt,1.4,1.4,0.9,2325,2.53
AISearchfile042.txt,1.4,1.6,0.5,2260,1.49
AISearchfile042.txt,1.4,1.6,0.7,2184,1.73
AISearchfile042.txt,1.4,1.6,0.9,2190,2.64
AISearchfile042.txt,1.4,1.8,0.5,2014,1.43
AISearchfile042.txt,1.4,1.8,0.7,2230,1.68
AISearchfile042.txt,1.4,1.8,0.9,2307,2.75
AISearchfile042.txt,1.4,2.0,0.5,2121,1.47
AISearchfile042.txt,1.4,2.0,0.7,2294,1.8
AISearchfile042.txt,1.4,2.0,0.9,1949,2.79
AISearchfile042.txt,1.6,1.0,0.5,2107,1.3
AISearchfile042.txt,1.6,1.0,0.7,2138,1.65
AISearchfile042.txt,1.6,1.0,0.9,2246,2.43
AISearchfile042.txt,1.6,1.2,0.5,1973,1.25
AISearchfile042.txt,1.6,1.2,0.7,2306,1.7
AISearchfile042.txt,1.6,1.2,0.9,2191,2.53
AISearchfile042.txt,1.6,1.4,0.5,1973,1.32
AISearchfile042.txt,1.6,1.4,0.7,2336,1.73
AISearchfile042.txt,1.6,1.4,0.9,2227,2.58
AISearchfile042.txt,1.6,1.6,0.5,2210,1.5
AISearchfile042.txt,1.6,1.6,0.7,2278,1.77
AISearchfile042.txt,1.6,1.6,0.9,2251,2.74
AISearchfile042.txt,1.6,1.8,0.5,2175,1.52
AISearchfile042.txt,1.6,1.8,0.7,2250,1.72
AISearchfile042.txt,1.6,1.8,0.9,2281,2.83
AISearchfile042.txt,1.6,2.0,0.5,2020,1.44
AISearchfile042.txt,1.6,2.0,0.7,2312,1.83
AISearchfile042.txt,1.6,2.0,0.9,2335,2.92
AISearchfile042.txt,1.8,1.0,0.5,2184,1.36
AISearchfile042.txt,1.8,1.0,0.7,2248,1.69
AISearchfile042.txt,1.8,1.0,0.9,2128,2.54
AISearchfile042.txt,1.8,1.2,0.5,1941,1.36
AISearchfile042.txt,1.8,1.2,0.7,2214,1.73
AISearchfile042.txt,1.8,1.2,0.9,2222,2.66
AISearchfile042.txt,1.8,1.4,0.5,2089,1.3
AISearchfile042.txt,1.8,1.4,0.7,2139,1.68
AISearchfile042.txt,1.8,1.4,0.9,2299,2.75
AISearchfile042.txt,1.8,1.6,0.5,2067,1.54
AISearchfile042.txt,1.8,1.6,0.7,2271,1.94
AISearchfile042.txt,1.8,1.6,0.9,2314,3.33
AISearchfile042.txt,1.8,1.8,0.5,2290,1.7
AISearchfile042.txt,1.8,1.8,0.7,2240,1.81
AISearchfile042.txt,1.8,1.8,0.9,2275,3.0
AISearchfile042.txt,1.8,2.0,0.5,2104,1.45
AISearchfile042.txt,1.8,2.0,0.7,2233,1.86
AISearchfile042.txt,1.8,2.0,0.9,2283,3.02
AISearchfile042.txt,2.0,1.0,0.5,2224,1.45
AISearchfile042.txt,2.0,1.0,0.7,2305,1.72
AISearchfile042.txt,2.0,1.0,0.9,2312,2.61
AISearchfile042.txt,2.0,1.2,0.5,2047,1.41
AISearchfile042.txt,2.0,1.2,0.7,2291,1.75
AISearchfile042.txt,2.0,1.2,0.9,2298,2.74
AISearchfile042.txt,2.0,1.4,0.5,2170,1.42
AISearchfile042.txt,2.0,1.4,0.7,2267,1.79
AISearchfile042.txt,2.0,1.4,0.9,2296,2.78
AISearchfile042.txt,2.0,1.6,0.5,2229,1.52
AISearchfile042.txt,2.0,1.6,0.7,2208,1.79
AISearchfile042.txt,2.0,1.6,0.9,2259,2.92
AISearchfile042.txt,2.0,1.8,0.5,2354,1.61
AISearchfile042.txt,2.0,1.8,0.7,2208,1.79
AISearchfile042.txt,2.0,1.8,0.9,2238,3.02
AISearchfile042.txt,2.0,2.0,0.5,2091,1.52
AISearchfile042.txt,2.0,2.0,0.7,2207,1.89
AISearchfile042.txt,2.0,2.0,0.9,2223,3.1
AISearchfile048.txt,1.0,1.0,0.5,25278,1.11
AISearchfile048.txt,1.0,1.0,0.7,33807,1.79
AISearchfile048.txt,1.0,1.0,0.9,35743,2.57
AISearchfile048.txt,1.0,1.2,0.5,30495,1.2
AISearchfile048.txt,1.0,1.2,0.7,34228,1.91
AISearchfile048.txt,1.0,1.2,0.9,36062,2.73
AISearchfile048.txt,1.0,1.4,0.5,25574,1.4
AISearchfile048.txt,1.0,1.4,0.7,35297,1.94
AISearchfile048.txt,1.0,1.4,0.9,35964,2.74
AISearchfile048.txt,1.0,1.6,0.5,26457,1.48
AISearchfile048.txt,1.0,1.6,0.7,34635,1.88
AISearchfile048.txt,1.0,1.6,0.9,36096,2.93
AISearchfile048.txt,1.0,1.8,0.5,33736,1.76
AISearchfile048.txt,1.0,1.8,0.7,32618,1.94
AISearchfile048.txt,1.0,1.8,0.9,35902,3.05
AISearchfile048.txt,1.0,2.0,0.5,30412,1.5
AISearchfile048.txt,1.0,2.0,0.7,34742,2.12
AISearchfile048.txt,1.0,2.0,0.9,35114,3.15
AISearchfile048.txt,1.2,1.0,0.5,30010,1.43
AISearchfile048.txt,1.2,1.0,0.7,30530,1.7
AISearchfile048.txt,1.2,1.0,0.9,35969,2.7
AISearchfile048.txt,1.2,1.2,0.5,25212,1.36
AISearchfile048.txt,1.2,1.2,0.7,34355,1.92
AISearchfile048.txt,1.2,1.2,0.9,36083,2.83
AISearchfile048.txt,1.2,1.4,0.5,31904,1.67
AISearchfile048.txt,1.2,1.4,0.7,35481,2.04
AISearchfile048.txt,1.2,1.4,0.9,36879,3.02
AISearchfile048.txt,1.2,1.6,0.5,34579,2.03
AISearchfile048.txt,1.2,1.6,0.7,33802,2.06
AISearchfile048.txt,1.2,1.6,0.9,36414,3.13
AISearchfile048.txt,1.2,1.8,0.5,34547,1.85
AISearchfile048.txt,1.2,1.8,0.7,34930,2.05
AISearchfile048.txt,1.2,1.8,0.9,35598,3.24
AISearchfile048.txt,1.2,2.0,0.5,30727,1.62
AISearchfile048.txt,1.2,2.0,0.7,34485,2.13
AISearchfile048.txt,1.2,2.0,0.9,36316,3.34
AISearchfile048.txt,1.4,1.0,0.5,28388,1.62
AISearchfile048.txt,1.4,1.0,0.7,35476,1.91
AISearchfile048.txt,1.4,1.0,0.9,36000,2.89
AISearchfile048.txt,1.4,1.2,0.5,28633,1.35
AISearchfile048.txt,1.4,1.2,0.7,35627,2.04
AISearchfile048.txt,1.4,1.2,0.9,35646,3.0
AISearchfile048.txt,1.4,1.4,0.5,31616,1.58
AISearchfile048.txt,1.4,1.4,0.7,36034,2.04
AISearchfile048.txt,1.4,1.4,0.9,35848,3.38
AISearchfile048.txt,1.4,1.6,0.5,32935,1.7
AISearchfile048.txt,1.4,1.6,0.7,35550,2.15
AISearchfile048.txt,1.4,1.6,0.9,32411,3.15
AISearchfile048.txt,1.4,1.8,0.5,33682,1.82
AISearchfile048.txt,1.4,1.8,0.7,35513,2.14
AISearchfile048.txt,1.4,1.8,0.9,36225,3.24
AISearchfile048.txt,1.4,2.0,0.5,31111,1.64
AISearchfile048.txt,1.4,2.0,0.7,34777,2.14
AISearchfile048.txt,1.4,2.0,0.9,36212,3.36
AISearchfile048.txt,1.6,1.0,0.5,31329,1.65
AISearchfile048.txt,1.6,1.0,0.7,30341,1.83
AISearchfile048.txt,1.6,1.0,0.9,31246,2.77
AISearchfile048.txt,1.6,1.2,0.5,34219,1.71
AISearchfile048.txt,1.6,1.2,0.7,33865,2.02
AISearchfile048.txt,1.6,1.2,0.9,35761,3.07
AISearchfile048.txt,1.6,1.4,0.5,34932,1.77
AISearchfile048.txt,1.6,1.4,0.7,36067,2.08
AISearchfile048.txt,1.6,1.4,0.9,35482,3.14
AISearchfile048.txt,1.6,1.6,0.5,30996,1.65
AISearchfile048.txt,1.6,1.6,0.7,34437,2.1
AISearchfile048.txt,1.6,1.6,0.9,34463,3.3
AISearchfile048.txt,1.6,1.8,0.5,34798,1.9
AISearchfile048.txt,1.6,1.8,0.7,33225,2.13
AISearchfile048.txt,1.6,1.8,0.9,35865,3.41
AISearchfile048.txt,1.6,2.0,0.5,34249,1.76
AISearchfile048.txt,1.6,2.0,0.7,35550,2.26
AISearchfile048.txt,1.6,2.0,0.9,35990,3.55
AISearchfile048.txt,1.8,1.0,0.5,35541,1.79
AISearchfile048.txt,1.8,1.0,0.7,35756,2.08
AISearchfile048.txt,1.8,1.0,0.9,35391,3.11
AISearchfile048.txt,1.8,1.2,0.5,34114,1.69
AISearchfile048.txt,1.8,1.2,0.7,35623,2.08
AISearchfile048.txt,1.8,1.2,0.9,33829,3.22
AISearchfile048.txt,1.8,1.4,0.5,32415,1.74
AISearchfile048.txt,1.8,1.4,0.7,36021,2.27
AISearchfile048.txt,1.8,1.4,0.9,34006,3.29
AISearchfile048.txt,1.8,1.6,0.5,27403,1.68
AISearchfile048.txt,1.8,1.6,0.7,31393,2.02
AISearchfile048.txt,1.8,1.6,0.9,33930,3.38
AISearchfile048.txt,1.8,1.8,0.5,34856,1.9
AISearchfile048.txt,1.8,1.8,0.7,32835,2.18
AISearchfile048.txt,1.8,1.8,0.9,35531,3.5
AISearchfile048.txt,1.8,2.0,0.5,34638,1.87
AISearchfile048.txt,1.8,2.0,0.7,34014,2.22
AISearchfile048.txt,1.8,2.0,0.9,35255,3.67
AISearchfile048.txt,2.0,1.0,0.5,34215,1.76
AISearchfile048.txt,2.0,1.0,0.7,34950,1.94
AISearchfile048.txt,2.0,1.0,0.9,35187,3.19
AISearchfile048.txt,2.0,1.2,0.5,31699,1.75
AISearchfile048.txt,2.0,1.2,0.7,34748,2.15
AISearchfile048.txt,2.0,1.2,0.9,35042,3.29
AISearchfile048.txt,2.0,1.4,0.5,34008,1.81
AISearchfile048.txt,2.0,1.4,0.7,30551,2.06
AISearchfile048.txt,2.0,1.4,0.9,34365,3.41
AISearchfile048.txt,2.0,1.6,0.5,32997,1.77
AISearchfile048.txt,2.0,1.6,0.7,36074,2.22
AISearchfile048.txt,2.0,1.6,0.9,34591,3.55
AISearchfile048.txt,2.0,1.8,0.5,30936,1.91
AISearchfile048.txt,2.0,1.8,0.7,35691,2.23
AISearchfile048.txt,2.0,1.8,0.9,35660,3.72
AISearchfile048.txt,2.0,2.0,0.5,35168,2.11
AISearchfile048.txt,2.0,2.0,0.7,34713,2.17
AISearchfile048.txt,2.0,2.0,0.9,34800,3.81
AISearchfile058.txt,1.0,1.0,0.5,53301,1.31
AISearchfile058.txt,1.0,1.0,0.7,78521,2.2
AISearchfile058.txt,1.0,1.0,0.9,75044,3.06
AISearchfile058.txt,1.0,1.2,0.5,57527,1.57
AISearchfile058.txt,1.0,1.2,0.7,86499,2.5
AISearchfile058.txt,1.0,1.2,0.9,85352,3.37
AISearchfile058.txt,1.0,1.4,0.5,59689,1.78
AISearchfile058.txt,1.0,1.4,0.7,76121,2.32
AISearchfile058.txt,1.0,1.4,0.9,88869,3.44
AISearchfile058.txt,1.0,1.6,0.5,74108,1.71
AISearchfile058.txt,1.0,1.6,0.7,87885,2.56
AISearchfile058.txt,1.0,1.6,0.9,89342,3.51
AISearchfile058.txt,1.0,1.8,0.5,77428,2.05
AISearchfile058.txt,1.0,1.8,0.7,88880,2.61
AISearchfile058.txt,1.0,1.8,0.9,87874,3.63
AISearchfile058.txt,1.0,2.0,0.5,75069,2.02
AISearchfile058.txt,1.0,2.0,0.7,84734,2.61
AISearchfile058.txt,1.0,2.0,0.9,90114,3.71
AISearchfile058.txt,1.2,1.0,0.5,53843,1.68
AISearchfile058.txt,1.2,1.0,0.7,73079,2.27
AISearchfile058.txt,1.2,1.0,0.9,74495,3.13
AISearchfile058.txt,1.2,1.2,0.5,62126,1.8
AISearchfile058.txt,1.2,1.2,0.7,84256,2.35
AISearchfile058.txt,1.2,1.2,0.9,86919,3.37
AISearchfile058.txt,1.2,1.4,0.5,71715,1.71
AISearchfile058.txt,1.2,1.4,0.7,77602,2.37
AISearchfile058.txt,1.2,1.4,0.9,71716,3.44
AISearchfile058.txt,1.2,1.6,0.5,80356,2.06
AISearchfile058.txt,1.2,1.6,0.7,83812,2.55
AISearchfile058.txt,1.2,1.6,0.9,87653,3.6
AISearchfile058.txt,1.2,1.8,0.5,70020,2.09
AISearchfile058.txt,1.2,1.8,0.7,82568,2.54
AISearchfile058.txt,1.2,1.8,0.9,82689,3.94
AISearchfile058.txt,1.2,2.0,0.5,80444,2.17
AISearchfile058.txt,1.2,2.0,0.7,78478,2.64
AISearchfile058.txt,1.2,2.0,0.9,83236,3.87
AISearchfile058.txt,1.4,1.0,0.5,66723,1.77
AISearchfile058.txt,1.4,1.0,0.7,85433,2.28
AISearchfile058.txt,1.4,1.0,0.9,73925,3.26
AISearchfile058.txt,1.4,1.2,0.5,61399,1.68
AISearchfile058.txt,1.4,1.2,0.7,79435,2.4
AISearchfile058.txt,1.4,1.2,0.9,77264,3.58
AISearchfile058.txt,1.4,1.4,0.5,61982,2.01
AISearchfile058.txt,1.4,1.4,0.7,85634,2.55
AISearchfile058.txt,1.4,1.4,0.9,91247,3.8
AISearchfile058.txt,1.4,1.6,0.5,72230,2.02
AISearchfile058.txt,1.4,1.6,0.7,78028,2.58
AISearchfile058.txt,1.4,1.6,0.9,82831,3.75
AISearchfile058.txt,1.4,1.8,0.5,81096,2.04
AISearchfile058.txt,1.4,1.8,0.7,84551,2.57
AISearchfile058.txt,1.4,1.8,0.9,83822,3.83
AISearchfile058.txt,1.4,2.0,0.5,76134,1.98
AISearchfile058.txt,1.4,2.0,0.7,87648,2.83
AISearchfile058.txt,1.4,2.0,0.9,90220,3.94
AISearchfile058.txt,1.6,1.0,0.5,70544,1.8
AISearchfile058.txt,1.6,1.0,0.7,79129,2.37
AISearchfile058.txt,1.6,1.0,0.9,73756,3.51
AISearchfile058.txt,1.6,1.2,0.5,65517,1.87
AISearchfile058.txt,1.6,1.2,0.7,80990,2.53
AISearchfile058.txt,1.6,1.2,0.9,86617,3.9
AISearchfile058.txt,1.6,1.4,0.5,73071,1.84
AISearchfile058.txt,1.6,1.4,0.7,79697,2.51
AISearchfile058.txt,1.6,1.4,0.9,84778,3.82
AISearchfile058.txt,1.6,1.6,0.5,81830,2.27
AISearchfile058.txt,1.6,1.6,0.7,89140,2.58
AISearchfile058.txt,1.6,1.6,0.9,82280,3.8
AISearchfile058.txt,1.6,1.8,0.5,72339,2.2
AISearchfile058.txt,1.6,1.8,0.7,87111,2.69
AISearchfile058.txt,1.6,1.8,0.9,81519,4.08
AISearchfile058.txt,1.6,2.0,0.5,75648,2.26
AISearchfile058.txt,1.6,2.0,0.7,88029,2.75
AISearchfile058.txt,1.6,2.0,0.9,90877,4.36
AISearchfile058.txt,1.8,1.0,0.5,71678,1.98
AISearchfile058.txt,1.8,1.0,0.7,73106,2.49
AISearchfile058.txt,1.8,1.0,0.9,75929,3.62
AISearchfile058.txt,1.8,1.2,0.5,85365,2.11
AISearchfile058.txt,1.8,1.2,0.7,75898,2.53
AISearchfile058.txt,1.8,1.2,0.9,77868,3.84
AISearchfile058.txt,1.8,1.4,0.5,69301,1.87
AISearchfile058.txt,1.8,1.4,0.7,79232,2.51
AISearchfile058.txt,1.8,1.4,0.9,82145,4.13
AISearchfile058.txt,1.8,1.6,0.5,81613,2.1
AISearchfile058.txt,1.8,1.6,0.7,81972,2.69
AISearchfile058.txt,1.8,1.6,0.9,86959,4.07
AISearchfile058.txt,1.8,1.8,0.5,78728,2.23
AISearchfile058.txt,1.8,1.8,0.7,84282,2.76
AISearchfile058.txt,1.8,1.8,0.9,90709,4.39
AISearchfile058.txt,1.8,2.0,0.5,79661,2.27
AISearchfile058.txt,1.8,2.0,0.7,87186,2.83
AISearchfile058.txt,1.8,2.0,0.9,91420,4.5
AISearchfile058.txt,2.0,1.0,0.5,71394,2.0
AISearchfile058.txt,2.0,1.0,0.7,79047,2.58
AISearchfile058.txt,2.0,1.0,0.9,89795,3.81
AISearchfile058.txt,2.0,1.2,0.5,81743,2.22
AISearchfile058.txt,2.0,1.2,0.7,78311,2.51
AISearchfile058.txt,2.0,1.2,0.9,78480,3.81
AISearchfile058.txt,2.0,1.4,0.5,78463,2.2
AISearchfile058.txt,2.0,1.4,0.7,89925,2.58
AISearchfile058.txt,2.0,1.4,0.9,89788,4.35
AISearchfile058.txt,2.0,1.6,0.5,83841,2.38
AISearchfile058.txt,2.0,1.6,0.7,84699,2.7
AISearchfile058.txt,2.0,1.6,0.9,87176,4.35
AISearchfile058.txt,2.0,1.8,0.5,71470,2.2
AISearchfile058.txt,2.0,1.8,0.7,91906,2.85
AISearchfile058.txt,2.0,1.8,0.9,86684,4.31
AISearchfile058.txt,2.0,2.0,0.5,89902,2.5
AISearchfile058.txt,2.0,2.0,0.7,87389,2.79
AISearchfile058.txt,2.0,2.0,0.9,89646,4.43
AISearchfile175.txt,1.0,1.0,0.5,43037,10.83
AISearchfile175.txt,1.0,1.0,0.7,44635,13.69
AISearchfile175.txt,1.0,1.0,0.9,44691,17.61
AISearchfile175.txt,1.0,1.2,0.5,41775,10.51
AISearchfile175.txt,1.0,1.2,0.7,44803,14.4
AISearchfile175.txt,1.0,1.2,0.9,44797,17.94
AISearchfile175.txt,1.0,1.4,0.5,43788,12.52
AISearchfile175.txt,1.0,1.4,0.7,44613,15.13
AISearchfile175.txt,1.0,1.4,0.9,44854,18.59
AISearchfile175.txt,1.0,1.6,0.5,42862,11.82
AISearchfile175.txt,1.0,1.6,0.7,44991,15.2
AISearchfile175.txt,1.0,1.6,0.9,44419,18.92
AISearchfile175.txt,1.0,1.8,0.5,43385,13.57
AISearchfile175.txt,1.0,1.8,0.7,44890,14.81
AISearchfile175.txt,1.0,1.8,0.9,44399,19.23
AISearchfile175.txt,1.0,2.0,0.5,44882,13.9
AISearchfile175.txt,1.0,2.0,0.7,44854,15.42
AISearchfile175.txt,1.0,2.0,0.9,44505,19.67
AISearchfile175.txt,1.2,1.0,0.5,43223,11.75
AISearchfile175.txt,1.2,1.0,0.7,44201,14.66
AISearchfile175.txt,1.2,1.0,0.9,44855,17.97
AISearchfile175.txt,1.2,1.2,0.5,42996,11.91
AISearchfile175.txt,1.2,1.2,0.7,45075,14.82
AISearchfile175.txt,1.2,1.2,0.9,44022,17.62
AISearchfile175.txt,1.2,1.4,0.5,43515,11.98
AISearchfile175.txt,1.2,1.4,0.7,44640,15.32
AISearchfile175.txt,1.2,1.4,0.9,44940,18.89
AISearchfile175.txt,1.2,1.6,0.5,44201,13.67
AISearchfile175.txt,1.2,1.6,0.7,44726,15.16
AISearchfile175.txt,1.2,1.6,0.9,44972,19.36
AISearchfile175.txt,1.2,1.8,0.5,44563,13.73
AISearchfile175.txt,1.2,1.8,0.7,44488,15.4
AISearchfile175.txt,1.2,1.8,0.9,44412,19.82
AISearchfile175.txt,1.2,2.0,0.5,44591,13.46
AISearchfile175.txt,1.2,2.0,0.7,44882,15.76
AISearchfile175.txt,1.2,2.0,0.9,44969,20.61
AISearchfile175.txt,1.4,1.0,0.5,44135,12.49
AISearchfile175.txt,1.4,1.0,0.7,44220,14.42
AISearchfile175.txt,1.4,1.0,0.9,44300,18.2
AISearchfile175.txt,1.4,1.2,0.5,44436,12.65
AISearchfile175.txt,1.4,1.2,0.7,44363,15.0
AISearchfile175.txt,1.4,1.2,0.9,44989,19.07
AISearchfile175.txt,1.4,1.4,0.5,43201,12.87
AISearchfile175.txt,1.4,1.4,0.7,44767,15.25
AISearchfile175.txt,1.4,1.4,0.9,44519,19.44
AISearchfile175.txt,1.4,1.6,0.5,44437,13.51
AISearchfile175.txt,1.4,1.6,0.7,45033,14.78
AISearchfile175.txt,1.4,1.6,0.9,44874,20.0
AISearchfile175.txt,1.4,1.8,0.5,44975,14.11
AISearchfile175.txt,1.4,1.8,0.7,44895,15.35
AISearchfile175.txt,1.4,1.8,0.9,44190,20.39
AISearchfile175.txt,1.4,2.0,0.5,44304,13.54
AISearchfile175.txt,1.4,2.0,0.7,44531,16.13
AISearchfile175.txt,1.4,2.0,0.9,44786,20.89
AISearchfile175.txt,1.6,1.0,0.5,44442,13.26
AISearchfile175.txt,1.6,1.0,0.7,44846,15.21
AISearchfile175.txt,1.6,1.0,0.9,44639,18.96
AISearchfile175.txt,1.6,1.2,0.5,43381,12.24
AISearchfile175.txt,1.6,1.2,0.7,44625,15.28
AISearchfile175.txt,1.6,1.2,0.9,44597,19.54
AISearchfile175.txt,1.6,1.4,0.5,44091,13.35
AISearchfile175.txt,1.6,1.4,0.7,45133,15.56
AISearchfile175.txt,1.6,1.4,0.9,44630,19.93
AISearchfile175.txt,1.6,1.6,0.5,44754,14.15
AISearchfile175.txt,1.6,1.6,0.7,44946,15.56
AISearchfile175.txt,1.6,1.6,0.9,44576,20.2
AISearchfile175.txt,1.6,1.8,0.5,43754,13.97
AISearchfile175.txt,1.6,1.8,0.7,44423,15.4
AISearchfile175.txt,1.6,1.8,0.9,45163,20.84
AISearchfile175.txt,1.6,2.0,0.5,44852,14.43
AISearchfile175.txt,1.6,2.0,0.7,44894,16.0
AISearchfile175.txt,1.6,2.0,0.9,44820,21.19
AISearchfile175.txt,1.8,1.0,0.5,44179,11.88
AISearchfile175.txt,1.8,1.0,0.7,44468,14.8
AISearchfile175.txt,1.8,1.0,0.9,44103,18.07
AISearchfile175.txt,1.8,1.2,0.5,44038,13.7
AISearchfile175.txt,1.8,1.2,0.7,44605,15.4
AISearchfile175.txt,1.8,1.2,0.9,44381,19.76
AISearchfile175.txt,1.8,1.4,0.5,43823,13.53
AISearchfile175.txt,1.8,1.4,0.7,44640,15.5
AISearchfile175.txt,1.8,1.4,0.9,44445,20.22
AISearchfile175.txt,1.8,1.6,0.5,44823,14.33
AISearchfile175.txt,1.8,1.6,0.7,45037,15.75
AISearchfile175.txt,1.8,1.6,0.9,44302,20.84
AISearchfile175.txt,1.8,1.8,0.5,44699,14.71
AISearchfile175.txt,1.8,1.8,0.7,44716,15.8
AISearchfile175.txt,1.8,1.8,0.9,45072,21.23
AISearchfile175.txt,1.8,2.0,0.5,44463,14.33
AISearchfile175.txt,1.8,2.0,0.7,44817,16.15
AISearchfile175.txt,1.8,2.0,0.9,44617,21.67
AISearchfile175.txt,2.0,1.0,0.5,44508,13.54
AISearchfile175.txt,2.0,1.0,0.7,45160,15.26
AISearchfile175.txt,2.0,1.0,0.9,44150,19.82
AISearchfile175.txt,2.0,1.2,0.5,43682,13.82
AISearchfile175.txt,2.0,1.2,0.7,44848,15.44
AISearchfile175.txt,2.0,1.2,0.9,44491,20.21
AISearchfile175.txt,2.0,1.4,0.5,44346,13.81
AISearchfile175.txt,2.0,1.4,0.7,45173,16.31
AISearchfile175.txt,2.0,1.4,0.9,44627,21.59
AISearchfile175.txt,2.0,1.6,0.5,44047,13.34
AISearchfile175.txt,2.0,1.6,0.7,44580,15.29
AISearchfile175.txt,2.0,1.6,0.9,44731,21.33
AISearchfile175.txt,2.0,1.8,0.5,44515,14.47
AISearchfile175.txt,2.0,1.8,0.7,44471,15.65
AISearchfile175.txt,2.0,1.8,0.9,44384,21.72
AISearchfile175.txt,2.0,2.0,0.5,44800,15.08
AISearchfile175.txt,2.0,2.0,0.7,44651,16.22
AISearchfile175.txt,2.0,2.0,0.9,44493,21.99
AISearchfile180.txt,1.0,1.0,0.5,566780,9.55
AISearchfile180.txt,1.0,1.0,0.7,637760,13.71
AISearchfile180.txt,1.0,1.0,0.9,686120,18.44
AISearchfile180.txt,1.0,1.2,0.5,634470,10.96
AISearchfile180.txt,1.0,1.2,0.7,661920,14.68
